3997.39681,0.38841
3995.35732,0.38840
3993.31783,0.38777
3991.27835,0.38673
3989.23886,0.38594
3987.19937,0.38558
3985.15988,0.38532
3983.12039,0.38527
3981.08091,0.38538
3979.04142,0.38505
3977.00193,0.38419
3974.96244,0.38296
3972.92295,0.38156
3970.88346,0.38056
3968.84398,0.37978
3966.80449,0.37859
3964.76500,0.37717
3962.72551,0.37607
3960.68602,0.37531
3958.64654,0.37463
3956.60705,0.37386
3954.56756,0.37302
3952.52807,0.37225
3950.48858,0.37162
3948.44909,0.37076
3946.40961,0.36933
3944.37012,0.36765
3942.33063,0.36611
3940.29114,0.36488
3938.25165,0.36418
3936.21217,0.36400
3934.17268,0.36378
3932.13319,0.36292
3930.09370,0.36142
3928.05421,0.35969
3926.01473,0.35817
3923.97524,0.35697
3921.93575,0.35596
3919.89626,0.35490
3917.85677,0.35353
3915.81728,0.35196
3913.77780,0.35046
3911.73831,0.34917
3909.69882,0.34835
3907.65933,0.34811
3905.61984,0.34799
3903.58036,0.34730
3901.54087,0.34591
3899.50138,0.34394
3897.46189,0.34186
3895.42240,0.34056
3893.38291,0.33997
3891.34343,0.33890
3889.30394,0.33735
3887.26445,0.33656
3885.22496,0.33633
3883.18547,0.33563
3881.14599,0.33436
3879.10650,0.33304
3877.06701,0.33229
3875.02752,0.33202
3872.98803,0.33154
3870.94854,0.33056
3868.90906,0.32927
3866.86957,0.32823
3864.83008,0.32792
3862.79059,0.32797
3860.75110,0.32783
3858.71162,0.32766
3856.67213,0.32750
3854.63264,0.32673
3852.59315,0.32532
3850.55366,0.32426
3848.51417,0.32384
3846.47469,0.32410
3844.43520,0.32483
3842.39571,0.32530
3840.35622,0.32525
3838.31673,0.32502
3836.27725,0.32462
3834.23776,0.32384
3832.19827,0.32304
3830.15878,0.32281
3828.11929,0.32327
3826.07980,0.32418
3824.04032,0.32507
3822.00083,0.32518
3819.96134,0.32434
3817.92185,0.32358
3815.88236,0.32370
3813.84288,0.32448
3811.80339,0.32529
3809.76390,0.32571
3807.72441,0.32563
3805.68492,0.32520
3803.64543,0.32512
3801.60595,0.32585
3799.56646,0.32683
3797.52697,0.32748
3795.48748,0.32798
3793.44799,0.32873
3791.40851,0.32955
3789.36902,0.33002
3787.32953,0.33027
3785.29004,0.33065
3783.25055,0.33128
3781.21107,0.33222
3779.17158,0.33322
3777.13209,0.33392
3775.09260,0.33448
3773.05311,0.33540
3771.01362,0.33669
3768.97414,0.33786
3766.93465,0.33907
3764.89516,0.34072
3762.85567,0.34249
3760.81618,0.34402
3758.77670,0.34536
3756.73721,0.34647
3754.69772,0.34702
3752.65823,0.34674
3750.61874,0.34637
3748.57925,0.34726
3746.53977,0.34938
3744.50028,0.35213
3742.46079,0.35503
3740.42130,0.35798
3738.38181,0.36103
3736.34233,0.36336
3734.30284,0.36468
3732.26335,0.36639
3730.22386,0.36891
3728.18437,0.37162
3726.14488,0.37448
3724.10540,0.37766
3722.06591,0.38099
3720.02642,0.38403
3717.98693,0.38670
3715.94744,0.38975
3713.90796,0.39394
3711.86847,0.39901
3709.82898,0.40401
3707.78949,0.40878
3705.75000,0.41394
3703.71051,0.41963
3701.67103,0.42557
3699.63154,0.43178
3697.59205,0.43846
3695.55256,0.44531
3693.51307,0.45246
3691.47359,0.46114
3689.43410,0.47145
3687.39461,0.48163
3685.35512,0.49124
3683.31563,0.50160
3681.27614,0.51321
3679.23666,0.52556
3677.19717,0.53930
