field_ID,sample_ID,country,country_full,site,site_full,farmer_no,type,species,variety,material,material_type,date,UTM_easting,UTM_northing,coordinate_system,altitude
CI_sb_13,CI_sb_13_leaf,ci,Côte d'Ivoire,sb,Liliyo,13,cal,D. alata,Cameroun,leaf,leaf,20150721,783915,647584,UTM,132
CI_sb_13,CI_sb_13_vine,ci,Côte d'Ivoire,sb,Liliyo,13,cal,D. alata,Cameroun,vine,vine ,20150721,783915,647584,UTM,132
CI_sb_13,CI_sb_13_tuber,ci,Côte d'Ivoire,sb,Liliyo,13,cal,D. alata,Cameroun,tuber,tuber,20150721,783915,647584,UTM,132
CI_sb_13,CI_sb_13_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,13,cal,D. alata,Cameroun,soil,soil_cal,20150721,783915,647584,UTM,132
CI_sb_13,CI_sb_13_soil_add,ci,Côte d'Ivoire,sb,Liliyo,13,add,D. alata,Cameroun,soil,soil_add,20150721,783915,647584,UTM,132
CI_sb_14,CI_sb_14_leaf,ci,Côte d'Ivoire,sb,Liliyo,14,cal,D. alata,Cameroun,leaf,leaf,20150721,785742,651800,UTM,160
CI_sb_14,CI_sb_14_vine,ci,Côte d'Ivoire,sb,Liliyo,14,cal,D. alata,Cameroun,vine,vine ,20150721,785742,651800,UTM,160
CI_sb_14,CI_sb_14_tuber,ci,Côte d'Ivoire,sb,Liliyo,14,cal,D. alata,Cameroun,tuber,tuber,20150721,785742,651800,UTM,160
CI_sb_14,CI_sb_14_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,14,cal,D. alata,Cameroun,soil,soil_cal,20150721,785742,651800,UTM,160
CI_sb_14,CI_sb_14_soil_add,ci,Côte d'Ivoire,sb,Liliyo,14,add,D. alata,Cameroun,soil,soil_add,20150721,785742,651800,UTM,160
CI_sb_15,CI_sb_15_leaf,ci,Côte d'Ivoire,sb,Liliyo,15,cal,D. alata,Bètè bètè,leaf,leaf,20150722,787245,648705,UTM,148
CI_sb_15,CI_sb_15_vine,ci,Côte d'Ivoire,sb,Liliyo,15,cal,D. alata,Bètè bètè,vine,vine ,20150722,787245,648705,UTM,148
CI_sb_15,CI_sb_15_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,15,cal,D. alata,Bètè bètè,soil,soil_cal,20150722,787245,648705,UTM,148
CI_sb_15,CI_sb_15_soil_add,ci,Côte d'Ivoire,sb,Liliyo,15,add,D. alata,Bètè bètè,soil,soil_add,20150722,787245,648705,UTM,148
CI_sb_16,CI_sb_16_leaf,ci,Côte d'Ivoire,sb,Liliyo,16,cal,D. alata,Bètè bètè,leaf,leaf,20150722,786954,649448,UTM,142
CI_sb_16,CI_sb_16_vine,ci,Côte d'Ivoire,sb,Liliyo,16,cal,D. alata,Bètè bètè,vine,vine ,20150722,786954,649448,UTM,142
CI_sb_16,CI_sb_16_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,16,cal,D. alata,Bètè bètè,soil,soil_cal,20150722,786954,649448,UTM,142
CI_sb_16,CI_sb_16_soil_add,ci,Côte d'Ivoire,sb,Liliyo,16,add,D. alata,Bètè bètè,soil,soil_add,20150722,786954,649448,UTM,142
CI_sb_17,CI_sb_17_leaf,ci,Côte d'Ivoire,sb,Liliyo,17,cal,D. alata,Bètè bètè,leaf,leaf,20150722,786328,649494,UTM,143
CI_sb_17,CI_sb_17_vine,ci,Côte d'Ivoire,sb,Liliyo,17,cal,D. alata,Bètè bètè,vine,vine ,20150722,786328,649494,UTM,143
CI_sb_17,CI_sb_17_tuber,ci,Côte d'Ivoire,sb,Liliyo,17,cal,D. alata,Bètè bètè,tuber,tuber,20150722,786328,649494,UTM,143
CI_sb_17,CI_sb_17_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,17,cal,D. alata,Bètè bètè,soil,soil_cal,20150722,786328,649494,UTM,143
CI_sb_17,CI_sb_17_soil_add,ci,Côte d'Ivoire,sb,Liliyo,17,add,D. alata,Bètè bètè,soil,soil_add,20150722,786328,649494,UTM,143
CI_sb_18,CI_sb_18_leaf,ci,Côte d'Ivoire,sb,Liliyo,18,cal,D. alata,Bètè bètè,leaf,leaf,20150722,787741,650624,UTM,151
CI_sb_18,CI_sb_18_vine,ci,Côte d'Ivoire,sb,Liliyo,18,cal,D. alata,Bètè bètè,vine,vine ,20150722,787741,650624,UTM,151
CI_sb_18,CI_sb_18_tuber,ci,Côte d'Ivoire,sb,Liliyo,18,cal,D. alata,Bètè bètè,tuber,tuber,20150722,787741,650624,UTM,151
CI_sb_18,CI_sb_18_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,18,cal,D. alata,Bètè bètè,soil,soil_cal,20150722,787741,650624,UTM,151
CI_sb_18,CI_sb_18_soil_add,ci,Côte d'Ivoire,sb,Liliyo,18,add,D. alata,Bètè bètè,soil,soil_add,20150722,787741,650624,UTM,151
CI_sb_19,CI_sb_19_leaf,ci,Côte d'Ivoire,sb,Liliyo,19,cal,D. alata,Cameroun,leaf,leaf,20150723,789745,650759,UTM,156
CI_sb_19,CI_sb_19_vine,ci,Côte d'Ivoire,sb,Liliyo,19,cal,D. alata,Cameroun,vine,vine ,20150723,789745,650759,UTM,156
CI_sb_19,CI_sb_19_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,19,cal,D. alata,Cameroun,soil,soil_cal,20150723,789745,650759,UTM,156
CI_sb_19,CI_sb_19_soil_add,ci,Côte d'Ivoire,sb,Liliyo,19,add,D. alata,Cameroun,soil,soil_add,20150723,789745,650759,UTM,156
CI_sb_20,CI_sb_20_leaf,ci,Côte d'Ivoire,sb,Liliyo,20,cal,D. alata,Cameroun,leaf,leaf,20150723,789953,652414,UTM,163
CI_sb_20,CI_sb_20_vine,ci,Côte d'Ivoire,sb,Liliyo,20,cal,D. alata,Cameroun,vine,vine ,20150723,789953,652414,UTM,163
CI_sb_20,CI_sb_20_soil_cal,ci,Côte d'Ivoire,sb,Liliyo,20,cal,D. alata,Cameroun,soil,soil_cal,20150723,789953,652414,UTM,163
CI_sb_20,CI_sb_20_soil_add,ci,Côte d'Ivoire,sb,Liliyo,20,add,D. alata,Cameroun,soil,soil_add,20150723,789953,652414,UTM,163
BF_lo_01,BF_lo_01_leaf,bf,Burkina Faso,lo,Léo,1,cal,D. rotundata,Pouna,leaf,leaf,20150805,586899,1224195,UTM,365
BF_lo_01,BF_lo_01_vine,bf,Burkina Faso,lo,Léo,1,cal,D. rotundata,Pouna,vine,vine,20150805,586899,1224195,UTM,365
BF_lo_01,BF_lo_01_soil_cal,bf,Burkina Faso,lo,Léo,1,cal,D. rotundata,Pouna,soil,soil_cal,20150805,586899,1224195,UTM,365
BF_lo_01,BF_lo_01_soil_add,bf,Burkina Faso,lo,Léo,1,add,D. rotundata,Pouna,soil,soil_add,20150805,586899,1224195,UTM,365
BF_lo_02,BF_lo_02_leaf,bf,Burkina Faso,lo,Léo,2,cal,D. rotundata,Wassara,leaf,leaf,20150805,588798,1224095,UTM,338
BF_lo_02,BF_lo_02_vine,bf,Burkina Faso,lo,Léo,2,cal,D. rotundata,Wassara,vine,vine,20150805,588798,1224095,UTM,338
BF_lo_02,BF_lo_02_soil_cal,bf,Burkina Faso,lo,Léo,2,cal,D. rotundata,Wassara,soil,soil_cal,20150805,588798,1224095,UTM,338
BF_lo_02,BF_lo_02_soil_add,bf,Burkina Faso,lo,Léo,2,add,D. rotundata,Wassara,soil,soil_add,20150805,588798,1224095,UTM,338
BF_lo_03,BF_lo_03_leaf,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,leaf,leaf,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_vine,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,vine,vine,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_tuber,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,tuber,tuber,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_soil_cal,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,soil,soil_cal,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_soil_add,bf,Burkina Faso,lo,Léo,3,add,D. rotundata,Wassara,soil,soil_add,20150805,585849,1224238,UTM,351
BF_lo_04,BF_lo_04_leaf,bf,Burkina Faso,lo,Léo,4,cal,D. rotundata,NA,leaf,leaf,20150805,586064,1224124,UTM,345
BF_lo_04,BF_lo_04_vine,bf,Burkina Faso,lo,Léo,4,cal,D. rotundata,NA,vine,vine,20150805,586064,1224124,UTM,345
BF_lo_04,BF_lo_04_soil_cal,bf,Burkina Faso,lo,Léo,4,cal,D. rotundata,NA,soil,soil_cal,20150805,586064,1224124,UTM,345
BF_lo_04,BF_lo_04_soil_add,bf,Burkina Faso,lo,Léo,4,add,D. rotundata,NA,soil,soil_add,20150805,586064,1224124,UTM,345
BF_lo_05,BF_lo_05_leaf,bf,Burkina Faso,lo,Léo,5,cal,D. rotundata,Wassara,leaf,leaf,20150805,585213,1223269,UTM,343
BF_lo_05,BF_lo_05_vine,bf,Burkina Faso,lo,Léo,5,cal,D. rotundata,Wassara,vine,vine,20150805,585213,1223269,UTM,343
BF_lo_05,BF_lo_05_soil_cal,bf,Burkina Faso,lo,Léo,5,cal,D. rotundata,Wassara,soil,soil_cal,20150805,585213,1223269,UTM,343
BF_lo_05,BF_lo_05_soil_add,bf,Burkina Faso,lo,Léo,5,add,D. rotundata,Wassara,soil,soil_add,20150805,585213,1223269,UTM,343
BF_lo_06,BF_lo_06_leaf,bf,Burkina Faso,lo,Léo,6,cal,D. rotundata,Wassara ,leaf,leaf,20150806,589495,1223216,UTM,322
BF_lo_06,BF_lo_06_vine,bf,Burkina Faso,lo,Léo,6,cal,D. rotundata,Wassara ,vine,vine,20150806,589495,1223216,UTM,322
BF_lo_06,BF_lo_06_soil_cal,bf,Burkina Faso,lo,Léo,6,cal,D. rotundata,Wassara ,soil,soil_cal,20150806,589495,1223216,UTM,322
BF_lo_06,BF_lo_06_soil_add,bf,Burkina Faso,lo,Léo,6,add,D. rotundata,Wassara ,soil,soil_add,20150806,589495,1223216,UTM,322
BF_lo_07,BF_lo_07_leaf,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,leaf,leaf,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_vine,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,vine,vine,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_tuber,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,tuber,tuber,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_soil_cal,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,soil,soil_cal,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_soil_add,bf,Burkina Faso,lo,Léo,7,add,D. rotundata,Wassara,soil,soil_add,20150806,589581,1222310,UTM,336
BF_lo_08,BF_lo_08_leaf,bf,Burkina Faso,lo,Léo,8,cal,D. alata,Folou,leaf,leaf,20150806,590334,1221575,UTM,325
BF_lo_08,BF_lo_08_vine,bf,Burkina Faso,lo,Léo,8,cal,D. alata,Folou,vine,vine,20150806,590334,1221575,UTM,325
BF_lo_08,BF_lo_08_soil_cal,bf,Burkina Faso,lo,Léo,8,cal,D. alata,Folou,soil,soil_cal,20150806,590334,1221575,UTM,325
BF_lo_08,BF_lo_08_soil_add,bf,Burkina Faso,lo,Léo,8,add,D. alata,Folou,soil,soil_add,20150806,590334,1221575,UTM,325
BF_lo_09,BF_lo_09_leaf,bf,Burkina Faso,lo,Léo,9,cal,D. rotundata,Wassara ,leaf,leaf,20150806,587999,1221561,UTM,321
BF_lo_09,BF_lo_09_vine,bf,Burkina Faso,lo,Léo,9,cal,D. rotundata,Wassara ,vine,vine,20150806,587999,1221561,UTM,321
BF_lo_09,BF_lo_09_soil_cal,bf,Burkina Faso,lo,Léo,9,cal,D. rotundata,Wassara ,soil,soil_cal,20150806,587999,1221561,UTM,321
BF_lo_09,BF_lo_09_soil_add,bf,Burkina Faso,lo,Léo,9,add,D. rotundata,Wassara ,soil,soil_add,20150806,587999,1221561,UTM,321
BF_lo_10,BF_lo_10_leaf,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,leaf,leaf,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_vine,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,vine,vine,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_tuber,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,tuber,tuber,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_soil_cal,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,soil,soil_cal,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_soil_add,bf,Burkina Faso,lo,Léo,10,add,D. rotundata,Wassara,soil,soil_add,20150806,588598,1222769,UTM,340
BF_lo_11,BF_lo_11_leaf,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,leaf,leaf,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_vine,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,vine,vine,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_tuber,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,tuber,tuber,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_soil_cal,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,soil,soil_cal,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_soil_add,bf,Burkina Faso,lo,Léo,11,add,D. rotundata,Wassara,soil,soil_add,20150806,586230,1221051,UTM,321
BF_lo_12,BF_lo_12_leaf,bf,Burkina Faso,lo,Léo,12,cal,D. rotundata,Wassara,leaf,leaf,20150806,585316,1219774,UTM,328
BF_lo_12,BF_lo_12_vine,bf,Burkina Faso,lo,Léo,12,cal,D. rotundata,Wassara,vine,vine,20150806,585316,1219774,UTM,328
BF_lo_12,BF_lo_12_tuber,bf,Burkina Faso,lo,Léo,12,cal,D. rotundata,Wassara,tuber,tuber,20150806,585316,1219774,UTM,328
BF_lo_12,BF_lo_12_soil_cal,bf,Burkina Faso,lo,Léo,12,cal,D. rotundata,Wassara,soil,soil_cal,20150806,585316,1219774,UTM,328
BF_lo_12,BF_lo_12_soil_add,bf,Burkina Faso,lo,Léo,12,add,D. rotundata,Wassara,soil,soil_add,20150806,585316,1219774,UTM,328
BF_lo_13,BF_lo_13_leaf,bf,Burkina Faso,lo,Léo,13,cal,D. rotundata,Wassara,leaf,leaf,20150806,586935,1219827,UTM,341
BF_lo_13,BF_lo_13_vine,bf,Burkina Faso,lo,Léo,13,cal,D. rotundata,Wassara,vine,vine,20150806,586935,1219827,UTM,341
BF_lo_13,BF_lo_13_tuber,bf,Burkina Faso,lo,Léo,13,cal,D. rotundata,Wassara,tuber,tuber,20150806,586935,1219827,UTM,341
BF_lo_13,BF_lo_13_soil_cal,bf,Burkina Faso,lo,Léo,13,cal,D. rotundata,Wassara,soil,soil_cal,20150806,586935,1219827,UTM,341
BF_lo_13,BF_lo_13_soil_add,bf,Burkina Faso,lo,Léo,13,add,D. rotundata,Wassara,soil,soil_add,20150806,586935,1219827,UTM,341
BF_lo_14,BF_lo_14_leaf,bf,Burkina Faso,lo,Léo,14,cal,D. rotundata,Wassara,leaf,leaf,20150807,588504,1220047,UTM,328
BF_lo_14,BF_lo_14_vine,bf,Burkina Faso,lo,Léo,14,cal,D. rotundata,Wassara,vine,vine,20150807,588504,1220047,UTM,328
BF_lo_14,BF_lo_14_soil_cal,bf,Burkina Faso,lo,Léo,14,cal,D. rotundata,Wassara,soil,soil_cal,20150807,588504,1220047,UTM,328
BF_lo_14,BF_lo_14_soil_add,bf,Burkina Faso,lo,Léo,14,add,D. rotundata,Wassara,soil,soil_add,20150807,588504,1220047,UTM,328
BF_lo_15,BF_lo_15_leaf,bf,Burkina Faso,lo,Léo,15,cal,D. rotundata,Wassara,leaf,leaf,20150807,588686,1219955,UTM,321
BF_lo_15,BF_lo_15_vine,bf,Burkina Faso,lo,Léo,15,cal,D. rotundata,Wassara,vine,vine,20150807,588686,1219955,UTM,321
BF_lo_15,BF_lo_15_soil_cal,bf,Burkina Faso,lo,Léo,15,cal,D. rotundata,Wassara,soil,soil_cal,20150807,588686,1219955,UTM,321
BF_lo_15,BF_lo_15_soil_add,bf,Burkina Faso,lo,Léo,15,add,D. rotundata,Wassara,soil,soil_add,20150807,588686,1219955,UTM,321
BF_lo_16,BF_lo_16_leaf,bf,Burkina Faso,lo,Léo,16,cal,D. rotundata,Wassara,leaf,leaf,20150807,589096,1219312,UTM,330
BF_lo_16,BF_lo_16_vine,bf,Burkina Faso,lo,Léo,16,cal,D. rotundata,Wassara,vine,vine,20150807,589096,1219312,UTM,330
BF_lo_16,BF_lo_16_tuber,bf,Burkina Faso,lo,Léo,16,cal,D. rotundata,Wassara,tuber,tuber,20150807,589096,1219312,UTM,330
BF_lo_16,BF_lo_16_soil_cal,bf,Burkina Faso,lo,Léo,16,cal,D. rotundata,Wassara,soil,soil_cal,20150807,589096,1219312,UTM,330
BF_lo_16,BF_lo_16_soil_add,bf,Burkina Faso,lo,Léo,16,add,D. rotundata,Wassara,soil,soil_add,20150807,589096,1219312,UTM,330
BF_lo_17,BF_lo_17_leaf,bf,Burkina Faso,lo,Léo,17,cal,D. alata,Folou,leaf,leaf,20150807,589146,1218524,UTM,338
BF_lo_17,BF_lo_17_vine,bf,Burkina Faso,lo,Léo,17,cal,D. alata,Folou,vine,vine,20150807,589146,1218524,UTM,338
BF_lo_17,BF_lo_17_soil_cal,bf,Burkina Faso,lo,Léo,17,cal,D. alata,Folou,soil,soil_cal,20150807,589146,1218524,UTM,338
BF_lo_17,BF_lo_17_soil_add,bf,Burkina Faso,lo,Léo,17,add,D. alata,Folou,soil,soil_add,20150807,589146,1218524,UTM,338
BF_lo_18,BF_lo_18_leaf,bf,Burkina Faso,lo,Léo,18,cal,D. rotundata,Pouna,leaf,leaf,20150807,588688,1219307,UTM,328
BF_lo_18,BF_lo_18_vine,bf,Burkina Faso,lo,Léo,18,cal,D. rotundata,Pouna,vine,vine,20150807,588688,1219307,UTM,328
BF_lo_18,BF_lo_18_soil_cal,bf,Burkina Faso,lo,Léo,18,cal,D. rotundata,Pouna,soil,soil_cal,20150807,588688,1219307,UTM,328
BF_lo_18,BF_lo_18_soil_add,bf,Burkina Faso,lo,Léo,18,add,D. rotundata,Pouna,soil,soil_add,20150807,588688,1219307,UTM,328
BF_lo_19,BF_lo_19_leaf,bf,Burkina Faso,lo,Léo,19,cal,D. rotundata,Wassara,leaf,leaf,20150807,587605,1219618,UTM,342
BF_lo_19,BF_lo_19_vine,bf,Burkina Faso,lo,Léo,19,cal,D. rotundata,Wassara,vine,vine,20150807,587605,1219618,UTM,342
BF_lo_19,BF_lo_19_soil_cal,bf,Burkina Faso,lo,Léo,19,cal,D. rotundata,Wassara,soil,soil_cal,20150807,587605,1219618,UTM,342
BF_lo_19,BF_lo_19_soil_add,bf,Burkina Faso,lo,Léo,19,add,D. rotundata,Wassara,soil,soil_add,20150807,587605,1219618,UTM,342
BF_lo_20,BF_lo_20_leaf,bf,Burkina Faso,lo,Léo,20,cal,D. rotundata,Wassara,leaf,leaf,20150808,588968,1224375,UTM,337
BF_lo_20,BF_lo_20_vine,bf,Burkina Faso,lo,Léo,20,cal,D. rotundata,Wassara,vine,vine,20150808,588968,1224375,UTM,337
BF_lo_20,BF_lo_20_soil_cal,bf,Burkina Faso,lo,Léo,20,cal,D. rotundata,Wassara,soil,soil_cal,20150808,588968,1224375,UTM,337
BF_lo_20,BF_lo_20_soil_add,bf,Burkina Faso,lo,Léo,20,add,D. rotundata,Wassara,soil,soil_add,20150808,588968,1224375,UTM,337
BF_lo_01,BF_lo_01_leaf,bf,Burkina Faso,lo,Léo,1,cal,D. rotundata,Pouna,leaf,leaf,20150805,586899,1224195,UTM,365
BF_lo_01,BF_lo_01_vine,bf,Burkina Faso,lo,Léo,1,cal,D. rotundata,Pouna,vine,vine,20150805,586899,1224195,UTM,365
BF_lo_01,BF_lo_01_soil_cal,bf,Burkina Faso,lo,Léo,1,cal,D. rotundata,Pouna,soil,soil_cal,20150805,586899,1224195,UTM,365
BF_lo_01,BF_lo_01_soil_add,bf,Burkina Faso,lo,Léo,1,add,D. rotundata,Pouna,soil,soil_add,20150805,586899,1224195,UTM,365
BF_lo_02,BF_lo_02_leaf,bf,Burkina Faso,lo,Léo,2,cal,D. rotundata,Wassara,leaf,leaf,20150805,588798,1224095,UTM,338
BF_lo_02,BF_lo_02_vine,bf,Burkina Faso,lo,Léo,2,cal,D. rotundata,Wassara,vine,vine,20150805,588798,1224095,UTM,338
BF_lo_02,BF_lo_02_soil_cal,bf,Burkina Faso,lo,Léo,2,cal,D. rotundata,Wassara,soil,soil_cal,20150805,588798,1224095,UTM,338
BF_lo_02,BF_lo_02_soil_add,bf,Burkina Faso,lo,Léo,2,add,D. rotundata,Wassara,soil,soil_add,20150805,588798,1224095,UTM,338
BF_lo_03,BF_lo_03_leaf,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,leaf,leaf,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_vine,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,vine,vine,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_tuber,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,tuber,tuber,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_soil_cal,bf,Burkina Faso,lo,Léo,3,cal,D. rotundata,Wassara,soil,soil_cal,20150805,585849,1224238,UTM,351
BF_lo_03,BF_lo_03_soil_add,bf,Burkina Faso,lo,Léo,3,add,D. rotundata,Wassara,soil,soil_add,20150805,585849,1224238,UTM,351
BF_lo_04,BF_lo_04_leaf,bf,Burkina Faso,lo,Léo,4,cal,D. rotundata,NA,leaf,leaf,20150805,586064,1224124,UTM,345
BF_lo_04,BF_lo_04_vine,bf,Burkina Faso,lo,Léo,4,cal,D. rotundata,NA,vine,vine,20150805,586064,1224124,UTM,345
BF_lo_04,BF_lo_04_soil_cal,bf,Burkina Faso,lo,Léo,4,cal,D. rotundata,NA,soil,soil_cal,20150805,586064,1224124,UTM,345
BF_lo_04,BF_lo_04_soil_add,bf,Burkina Faso,lo,Léo,4,add,D. rotundata,NA,soil,soil_add,20150805,586064,1224124,UTM,345
BF_lo_05,BF_lo_05_leaf,bf,Burkina Faso,lo,Léo,5,cal,D. rotundata,Wassara,leaf,leaf,20150805,585213,1223269,UTM,343
BF_lo_05,BF_lo_05_vine,bf,Burkina Faso,lo,Léo,5,cal,D. rotundata,Wassara,vine,vine,20150805,585213,1223269,UTM,343
BF_lo_05,BF_lo_05_soil_cal,bf,Burkina Faso,lo,Léo,5,cal,D. rotundata,Wassara,soil,soil_cal,20150805,585213,1223269,UTM,343
BF_lo_05,BF_lo_05_soil_add,bf,Burkina Faso,lo,Léo,5,add,D. rotundata,Wassara,soil,soil_add,20150805,585213,1223269,UTM,343
BF_lo_06,BF_lo_06_leaf,bf,Burkina Faso,lo,Léo,6,cal,D. rotundata,Wassara ,leaf,leaf,20150806,589495,1223216,UTM,322
BF_lo_06,BF_lo_06_vine,bf,Burkina Faso,lo,Léo,6,cal,D. rotundata,Wassara ,vine,vine,20150806,589495,1223216,UTM,322
BF_lo_06,BF_lo_06_soil_cal,bf,Burkina Faso,lo,Léo,6,cal,D. rotundata,Wassara ,soil,soil_cal,20150806,589495,1223216,UTM,322
BF_lo_06,BF_lo_06_soil_add,bf,Burkina Faso,lo,Léo,6,add,D. rotundata,Wassara ,soil,soil_add,20150806,589495,1223216,UTM,322
BF_lo_07,BF_lo_07_leaf,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,leaf,leaf,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_vine,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,vine,vine,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_tuber,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,tuber,tuber,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_soil_cal,bf,Burkina Faso,lo,Léo,7,cal,D. rotundata,Wassara,soil,soil_cal,20150806,589581,1222310,UTM,336
BF_lo_07,BF_lo_07_soil_add,bf,Burkina Faso,lo,Léo,7,add,D. rotundata,Wassara,soil,soil_add,20150806,589581,1222310,UTM,336
BF_lo_08,BF_lo_08_leaf,bf,Burkina Faso,lo,Léo,8,cal,D. alata,Folou,leaf,leaf,20150806,590334,1221575,UTM,325
BF_lo_08,BF_lo_08_vine,bf,Burkina Faso,lo,Léo,8,cal,D. alata,Folou,vine,vine,20150806,590334,1221575,UTM,325
BF_lo_08,BF_lo_08_soil_cal,bf,Burkina Faso,lo,Léo,8,cal,D. alata,Folou,soil,soil_cal,20150806,590334,1221575,UTM,325
BF_lo_08,BF_lo_08_soil_add,bf,Burkina Faso,lo,Léo,8,add,D. alata,Folou,soil,soil_add,20150806,590334,1221575,UTM,325
BF_lo_09,BF_lo_09_leaf,bf,Burkina Faso,lo,Léo,9,cal,D. rotundata,Wassara ,leaf,leaf,20150806,587999,1221561,UTM,321
BF_lo_09,BF_lo_09_vine,bf,Burkina Faso,lo,Léo,9,cal,D. rotundata,Wassara ,vine,vine,20150806,587999,1221561,UTM,321
BF_lo_09,BF_lo_09_soil_cal,bf,Burkina Faso,lo,Léo,9,cal,D. rotundata,Wassara ,soil,soil_cal,20150806,587999,1221561,UTM,321
BF_lo_09,BF_lo_09_soil_add,bf,Burkina Faso,lo,Léo,9,add,D. rotundata,Wassara ,soil,soil_add,20150806,587999,1221561,UTM,321
BF_lo_10,BF_lo_10_leaf,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,leaf,leaf,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_vine,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,vine,vine,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_tuber,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,tuber,tuber,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_soil_cal,bf,Burkina Faso,lo,Léo,10,cal,D. rotundata,Wassara,soil,soil_cal,20150806,588598,1222769,UTM,340
BF_lo_10,BF_lo_10_soil_add,bf,Burkina Faso,lo,Léo,10,add,D. rotundata,Wassara,soil,soil_add,20150806,588598,1222769,UTM,340
BF_lo_11,BF_lo_11_leaf,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,leaf,leaf,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_vine,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,vine,vine,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_tuber,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,tuber,tuber,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_soil_cal,bf,Burkina Faso,lo,Léo,11,cal,D. rotundata,Wassara,soil,soil_cal,20150806,586230,1221051,UTM,321
BF_lo_11,BF_lo_11_soil_add,bf,Burkina Faso,lo,Léo,11,add,D. rotundata,Wassara,soil,soil_add,20150806,586230,1221051,UTM,321
BF_lo_12,BF_lo_12_leaf,bf,Burkina Faso,lo,Léo,12,cal,D. rotundata,Wassara,leaf,leaf,20150806,585316,1219774,UTM,328
