3997.39681,0.29855
3995.35732,0.29839
3993.31783,0.29873
3991.27835,0.29913
3989.23886,0.29920
3987.19937,0.29889
3985.15988,0.29858
3983.12039,0.29870
3981.08091,0.29901
3979.04142,0.29902
3977.00193,0.29882
3974.96244,0.29846
3972.92295,0.29776
3970.88346,0.29705
3968.84398,0.29655
3966.80449,0.29609
3964.76500,0.29546
3962.72551,0.29427
3960.68602,0.29284
3958.64654,0.29200
3956.60705,0.29189
3954.56756,0.29198
3952.52807,0.29175
3950.48858,0.29094
3948.44909,0.29001
3946.40961,0.28987
3944.37012,0.29027
3942.33063,0.28968
3940.29114,0.28799
3938.25165,0.28692
3936.21217,0.28700
3934.17268,0.28681
3932.13319,0.28536
3930.09370,0.28377
3928.05421,0.28308
3926.01473,0.28269
3923.97524,0.28210
3921.93575,0.28182
3919.89626,0.28187
3917.85677,0.28151
3915.81728,0.28029
3913.77780,0.27843
3911.73831,0.27665
3909.69882,0.27599
3907.65933,0.27677
3905.61984,0.27772
3903.58036,0.27744
3901.54087,0.27592
3899.50138,0.27390
3897.46189,0.27254
3895.42240,0.27257
3893.38291,0.27312
3891.34343,0.27275
3889.30394,0.27189
3887.26445,0.27190
3885.22496,0.27243
3883.18547,0.27214
3881.14599,0.27055
3879.10650,0.26865
3877.06701,0.26803
3875.02752,0.26833
3872.98803,0.26788
3870.94854,0.26612
3868.90906,0.26435
3866.86957,0.26359
3864.83008,0.26300
3862.79059,0.26220
3860.75110,0.26210
3858.71162,0.26307
3856.67213,0.26408
3854.63264,0.26356
3852.59315,0.26196
3850.55366,0.26162
3848.51417,0.26235
3846.47469,0.26336
3844.43520,0.26432
3842.39571,0.26443
3840.35622,0.26329
3838.31673,0.26196
3836.27725,0.26153
3834.23776,0.26151
3832.19827,0.26136
3830.15878,0.26155
3828.11929,0.26243
3826.07980,0.26368
3824.04032,0.26462
3822.00083,0.26463
3819.96134,0.26396
3817.92185,0.26309
3815.88236,0.26179
3813.84288,0.26105
3811.80339,0.26186
3809.76390,0.26325
3807.72441,0.26404
3805.68492,0.26458
3803.64543,0.26540
3801.60595,0.26584
3799.56646,0.26588
3797.52697,0.26607
3795.48748,0.26630
3793.44799,0.26677
3791.40851,0.26770
3789.36902,0.26908
3787.32953,0.27060
3785.29004,0.27180
3783.25055,0.27260
3781.21107,0.27327
3779.17158,0.27397
3777.13209,0.27498
3775.09260,0.27627
3773.05311,0.27752
3771.01362,0.27866
3768.97414,0.27974
3766.93465,0.28069
3764.89516,0.28166
3762.85567,0.28318
3760.81618,0.28516
3758.77670,0.28692
3756.73721,0.28852
3754.69772,0.29029
3752.65823,0.29166
3750.61874,0.29243
3748.57925,0.29388
3746.53977,0.29596
3744.50028,0.29795
3742.46079,0.30080
3740.42130,0.30455
3738.38181,0.30797
3736.34233,0.31011
3734.30284,0.31119
3732.26335,0.31312
3730.22386,0.31661
3728.18437,0.32054
3726.14488,0.32437
3724.10540,0.32834
3722.06591,0.33252
3720.02642,0.33696
3717.98693,0.34180
3715.94744,0.34695
3713.90796,0.35284
3711.86847,0.36038
3709.82898,0.36938
3707.78949,0.37890
3705.75000,0.38881
3703.71051,0.39944
3701.67103,0.41064
3699.63154,0.42153
3697.59205,0.43116
3695.55256,0.43904
3693.51307,0.44510
3691.47359,0.44941
3689.43410,0.45254
3687.39461,0.45630
3685.35512,0.46215
3683.31563,0.46999
3681.27614,0.47952
3679.23666,0.49043
3677.19717,0.50244
3675.15768,0.51547
3673.11819,0.52902
3671.07870,0.54360
3669.03922,0.55981
3666.99973,0.57570
3664.96024,0.59109
3662.92075,0.60742
3660.88126,0.62427
3658.84177,0.64103
3656.80229,0.65804
3654.76280,0.67455
3652.72331,0.69034
